ciqual_code,name_fr,group_name_fr,subgroup_name_fr,carbs_raw,carbs_g_100g,carbs_qualifier
18015,"Boisson au thé, aromatisée, sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,"4,25",4.25,exact
18016,"Limonade, sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,2,2,exact
18018,"Cola, sucré",eaux et autres boissons,boissons sans alcool,10,10,exact
18019,"Boisson gazeuse aux fruits (teneur en fruits >= 10% et < 50%), sucrée",eaux et autres boissons,boissons sans alcool,"11,3",11.3,exact
18021,"Boisson plate aux fruits (teneur en fruits < 10%), sans sucres ajoutés, avec édulcorants",eaux et autres boissons,boissons sans alcool,"0,96",0.96,exact
18023,"Boisson plate aux fruits (teneur en fruits < 10%), sucrée",eaux et autres boissons,boissons sans alcool,"6,39",6.39,exact
18024,"Boisson plate aux fruits (teneur en fruits >= 10% et < 50%), sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,"5,83",5.83,exact
18025,"Kombucha, préemballé",eaux et autres boissons,boissons sans alcool,"1,45",1.45,exact
18026,"Boisson gazeuse aromatisée, sans fruit, sucrée",eaux et autres boissons,boissons sans alcool,"8,28",8.28,exact
18028,"Boisson à l'eau minérale ou de source, aromatisée, sans sucres ajoutés, sans édulcorants",eaux et autres boissons,boissons sans alcool,"0,026",0.026,exact
18029,Boisson rafraîchissante sans alcool (aliment moyen),eaux et autres boissons,boissons sans alcool,"6,86",6.86,exact
18030,"Boisson à l'eau minérale ou de source, aromatisée, sans sucres ajoutés, avec édulcorants",eaux et autres boissons,boissons sans alcool,"0,0001",0.0001,exact
18033,"Boisson gazeuse aux fruits (teneur en fruits < 10%), sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,"6,79",6.79,exact
18034,"Boisson gazeuse aux fruits (teneur en fruits >= 10% et < 50%), sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,"6,92",6.92,exact
18035,"Limonade, sans sucres ajoutés, avec édulcorants",eaux et autres boissons,boissons sans alcool,"0,12",0.12,exact
18037,"Cola, sucré, avec édulcorants",eaux et autres boissons,boissons sans alcool,"6,07",6.07,exact
18039,"Diabolo (limonade et sirop), sucré",eaux et autres boissons,boissons sans alcool,"8,43",8.43,exact
18048,"Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen)",eaux et autres boissons,boissons sans alcool,"10,9",10.9,exact
18049,"Boisson gazeuse aux fruits (teneur en fruits < 10%), sucrée",eaux et autres boissons,boissons sans alcool,"8,36",8.36,exact
18050,"Boisson gazeuse aux fruits (teneur en fruits < 10%), à teneur réduite en sucres",eaux et autres boissons,boissons sans alcool,"7,15",7.15,exact
18051,"Boisson gazeuse aux fruits (teneur en fruits >= 10% et < 50%), sans sucres ajoutés, avec édulcorants",eaux et autres boissons,boissons sans alcool,"0,91",0.91,exact
18057,"Boisson préparée à partir de boisson concentrée à diluer type menthe, fraise, etc, sans sucres ajoutés, avec édulcorants, type ""sirop 0%"", diluée dans l'eau",eaux et autres boissons,boissons sans alcool,"1,5",1.5,exact
18058,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",eaux et autres boissons,boissons sans alcool,"7,7",7.7,exact
18060,"Cola, sans sucres ajoutés, avec édulcorants",eaux et autres boissons,boissons sans alcool,"0,25",0.25,exact
18062,"Boisson au thé, aromatisée, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"5,26",5.26,exact
18063,"Cola, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"6,88",6.88,exact
18064,"Boisson au thé, aromatisée, à teneur réduite en sucres",eaux et autres boissons,boissons sans alcool,"3,75",3.75,exact
18065,"Boisson au thé, aromatisée, sans sucres ajoutés, avec édulcorants",eaux et autres boissons,boissons sans alcool,"0,22",0.22,exact
18067,"Cola, sucré, sans caféine",eaux et autres boissons,boissons sans alcool,"10,2",10.2,exact
18068,"Cola, sans sucres ajoutés, avec édulcorants, sans caféine",eaux et autres boissons,boissons sans alcool,"0,13",0.13,exact
18075,"Boisson au thé, aromatisée, sucrée",eaux et autres boissons,boissons sans alcool,"5,78",5.78,exact
18078,"Boisson gazeuse aromatisée, sans fruit, sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,"5,58",5.58,exact
18294,"Boisson plate aux fruits  (teneur en fruits < 10%), sucrée, rayon frais, enrichie en vitamine(s)",eaux et autres boissons,boissons sans alcool,"8,42",8.42,exact
18295,"Boisson plate aux fruits  (teneur en fruits >= 10% et < 50%), sucrée, enrichie en vitamine(s)",eaux et autres boissons,boissons sans alcool,"9,49",9.49,exact
18296,"Boisson aux fruits avec de la purée de fruits type smoothie (teneur en fruits >=50%), enrichie en vitamine(s)",eaux et autres boissons,boissons sans alcool,"11,5",11.5,exact
18297,"Boisson plate aux fruits (teneur en fruits >= 50%), rayon ambiant, enrichie en vitamine(s)",eaux et autres boissons,boissons sans alcool,"10,9",10.9,exact
18298,"Boisson plate aux fruits (teneur en fruits >= 50%), rayon ambiant",eaux et autres boissons,boissons sans alcool,10,10,exact
18299,"Citronnade, boisson plate au citron (teneur en fruits >= 10% et < 50%), sucrée",eaux et autres boissons,boissons sans alcool,"5,77",5.77,exact
18300,"Boisson aux fruits avec de la purée de fruits type smoothie (teneur en fruits >= 50%), sans sucres ajoutés, rayon frais",eaux et autres boissons,boissons sans alcool,"12,1",12.1,exact
18304,"Boisson plate aux fruits (teneur en fruits >= 10% et < 50%), à teneur réduite en sucres",eaux et autres boissons,boissons sans alcool,"4,71",4.71,exact
18305,"Boisson plate aux fruits (teneur en fruits >= 10% et < 50%), sans sucres ajoutés",eaux et autres boissons,boissons sans alcool,"3,18",3.18,exact
18306,"Boisson à l'aloe vera, sucrée",eaux et autres boissons,boissons sans alcool,"8,11",8.11,exact
18309,"Boisson plate aux fruits (teneur en fruits non spécifiée), sucrée",eaux et autres boissons,boissons sans alcool,"11,2",11.2,exact
18315,Boisson plate au(x) fruits et au(x) légume(s),eaux et autres boissons,boissons sans alcool,10,10,exact
18316,"Kéfir d'eau et de fruits, préemballé",eaux et autres boissons,boissons sans alcool,"0,9",0.9,exact
18324,"Boisson énergisante, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"8,77",8.77,exact
18325,"Boisson plate aux fruits (teneur en fruits non spécifiée), sans précision sur la teneur en sucres et édulcorants ni sur l'enrichissement (aliment moyen)",eaux et autres boissons,boissons sans alcool,"9,38",9.38,exact
18326,"Boisson à l'eau minérale ou de source, aromatisée, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"0,47",0.47,exact
18327,"Limonade, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"7,09",7.09,exact
18328,"Boisson préparée à partir de sirop ou de boisson concentrée à diluer type menthe, fraise, etc, diluée dans l'eau, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"7,21",7.21,exact
18329,"Boisson gazeuse aromatisée, sans fruit, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"6,87",6.87,exact
18339,"Boisson plate aux fruits (teneur en fruits >= 10% et < 50%), sucrée",eaux et autres boissons,boissons sans alcool,"9,92",9.92,exact
18340,"Boisson gazeuse aux fruits (teneur en fruits < 10%), sans sucres ajoutés, avec édulcorants",eaux et autres boissons,boissons sans alcool,"0,45",0.45,exact
18341,"Boisson gazeuse à la pomme (teneur en fruits >= 50%), sans sucres ajoutés",eaux et autres boissons,boissons sans alcool,"7,5",7.5,exact
18344,"Tonic ou bitter, sucré",eaux et autres boissons,boissons sans alcool,"8,27",8.27,exact
18345,"Boisson gazeuse aux fruits (teneur en fruits < 10%), sans sucres ajoutés, sans édulcorants",eaux et autres boissons,boissons sans alcool,"4,17",4.17,exact
18347,Boisson à la sève de bouleau,eaux et autres boissons,boissons sans alcool,"0,7",0.7,exact
18348,"Boisson pour le sport, sucrée",eaux et autres boissons,boissons sans alcool,"5,41",5.41,exact
18349,"Boisson pour le sport, sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,"4,82",4.82,exact
18352,"Boisson énergisante, sucrée",eaux et autres boissons,boissons sans alcool,"10,2",10.2,exact
18353,"Boisson énergisante, sans sucres ajoutés, avec édulcorants, enrichie en vitamines",eaux et autres boissons,boissons sans alcool,"2,06",2.06,exact
18354,"Boisson énergisante, sucrée, avec édulcorants",eaux et autres boissons,boissons sans alcool,"6,86",6.86,exact
18356,"Tonic ou bitter, sans précision sur la teneur en sucres et édulcorants (aliment moyen)",eaux et autres boissons,boissons sans alcool,"7,21",7.21,exact
18343,Boisson au(x) fruit(s) et au lait,eaux et autres boissons,boissons sans alcool,"10,7",10.7,exact
19114,"Boisson lactée aromatisée à la vanille, sucrée, au lait partiellement écrémé, enrichie en vitamine D",eaux et autres boissons,boissons sans alcool,11,11,exact
19116,"Boisson lactée aromatisée au café, sucrée, au lait partiellement écrémé, enrichie en vitamine(s) et/ou minéraux",eaux et autres boissons,boissons sans alcool,"8,9",8.9,exact
19117,"Boisson lactée aromatisée au café, sucrée, au lait partiellement écrémé, non enrichie",eaux et autres boissons,boissons sans alcool,"8,84",8.84,exact
19118,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, non enrichie",eaux et autres boissons,boissons sans alcool,11,11,exact
19119,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie en vitamine(s) et/ou minéraux",eaux et autres boissons,boissons sans alcool,"10,8",10.8,exact
19120,"Boisson lactée aromatisée (sans précision sur l'arôme), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamine(s) et/ou minéraux (aliment moyen)",eaux et autres boissons,boissons sans alcool,"10,7",10.7,exact
19127,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie en vitamine D",eaux et autres boissons,boissons sans alcool,"10,7",10.7,exact
18011,Eau de coco,eaux et autres boissons,boissons sans alcool,"3,33",3.33,exact
18107,"Boisson à l'amande, nature, sans sucres ajoutés, non enrichie, préemballée",eaux et autres boissons,boissons sans alcool,"0,68",0.68,exact
18110,"Boisson à l'amande, sucrée, enrichie en calcium, préemballée",eaux et autres boissons,boissons sans alcool,"3,96",3.96,exact
18111,"Boisson à l'amande, préemballée (aliment moyen)",eaux et autres boissons,boissons sans alcool,"0,68",0.68,exact
18112,"Boisson végétale, préemballée (aliment moyen)",eaux et autres boissons,boissons sans alcool,"2,38",2.38,exact
18113,"Boisson au soja, préemballée (aliment moyen)",eaux et autres boissons,boissons sans alcool,"2,93",2.93,exact
18899,"Boisson à l'avoine, nature, sans sucres ajoutés, non enrichie, préemballée",eaux et autres boissons,boissons sans alcool,"7,78",7.78,exact
18900,"Boisson au soja, nature, non enrichie, préemballée",eaux et autres boissons,boissons sans alcool,"1,87",1.87,exact
18901,"Boisson au soja, nature, enrichie en calcium, préemballée",eaux et autres boissons,boissons sans alcool,"2,18",2.18,exact
18902,"Boisson au soja, aromatisée, sucrée, non enrichie, préemballée",eaux et autres boissons,boissons sans alcool,"7,54",7.54,exact
18903,"Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée",eaux et autres boissons,boissons sans alcool,"2,89",2.89,exact
18904,"Boisson au riz, nature, préemballée",eaux et autres boissons,boissons sans alcool,"10,8",10.8,exact
18906,"Boisson à la châtaigne, nature, préemballée",eaux et autres boissons,boissons sans alcool,"13,5",13.5,exact
18907,"Boisson à la noix de coco, nature, préemballée",eaux et autres boissons,boissons sans alcool,"2,75",2.75,exact
29209,"Boisson au soja et jus de fruits concentrés, préemballée",eaux et autres boissons,boissons sans alcool,"9,5",9.5,exact
18004,"Café, non instantané, sans sucres ajoutés, prêt à boire",eaux et autres boissons,boissons sans alcool,"1,35",1.35,exact
18020,"Thé infusé, sans sucres ajoutés",eaux et autres boissons,boissons sans alcool,0,0,exact
18022,"Tisane infusée ou infusion, sans sucres ajoutés",eaux et autres boissons,boissons sans alcool,"0,2",0.2,exact
18070,"Café décaféiné, non instantané, sans sucres ajoutés, prêt à boire",eaux et autres boissons,boissons sans alcool,"0,6",0.6,exact
18071,"Café expresso, non instantané, sans sucres ajoutés, prêt à boire",eaux et autres boissons,boissons sans alcool,"1,16",1.16,exact
18072,"Café décaféiné, instantané, sans sucres ajoutés, prêt à boire",eaux et autres boissons,boissons sans alcool,"0,4",0.4,exact
18073,"Café, instantané, sans sucres ajoutés, prêt à boire",eaux et autres boissons,boissons sans alcool,"0,3",0.3,exact
18104,"Chocolat chaud, boisson instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé)",eaux et autres boissons,boissons sans alcool,"9,5",9.5,exact
18106,"Chocolat chaud, boisson instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé)",eaux et autres boissons,boissons sans alcool,"9,91",9.91,exact
18151,"Café au lait, café crème ou cappuccino, instantané ou non, sans sucres ajoutés, prêt à boire",eaux et autres boissons,boissons sans alcool,"2,31",2.31,exact
18153,"Chicorée et café, instantané, sans sucres ajoutés, prête à boire (reconstituée avec du lait demi-écrémé)",eaux et autres boissons,boissons sans alcool,"5,9",5.9,exact
18154,"Thé noir, infusé, sans sucres ajoutés",eaux et autres boissons,boissons sans alcool,"0,3",0.3,exact
18155,"Thé vert, infusé, sans sucres ajoutés",eaux et autres boissons,boissons sans alcool,"1,09",1.09,exact
18161,"Chicorée, instantanée, sans sucres ajoutés, prête à boire (reconstituée avec du lait demi-écrémé)",eaux et autres boissons,boissons sans alcool,"7,1",7.1,exact
18162,"Chicorée et café, instantané, sans sucres ajoutés, prête à boire (reconstituée avec de l'eau)",eaux et autres boissons,boissons sans alcool,"6,06",6.06,exact
18003,"Café, moulu",eaux et autres boissons,boissons sans alcool,"20,3",20.3,exact
18005,"Café, poudre soluble",eaux et autres boissons,boissons sans alcool,"41,9",41.9,exact
18017,"Sirop à diluer, sucré",eaux et autres boissons,boissons sans alcool,"62,5",62.5,exact
18059,"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""",eaux et autres boissons,boissons sans alcool,"3,79",3.79,exact
18069,"Café, décaféiné, poudre soluble",eaux et autres boissons,boissons sans alcool,76,76,exact
18076,"Thé, feuille",eaux et autres boissons,boissons sans alcool,"6,3",6.3,exact
18100,"Cacao, sans sucres ajoutés, poudre soluble",eaux et autres boissons,boissons sans alcool,"11,6",11.6,exact
18101,"Poudre cacaotée ou au chocolat pour boisson, sucrée",eaux et autres boissons,boissons sans alcool,"75,6",75.6,exact
18102,"Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux",eaux et autres boissons,boissons sans alcool,"79,4",79.4,exact
18150,"Chicorée et café, poudre soluble",eaux et autres boissons,boissons sans alcool,"66,9",66.9,exact
18152,"Chicorée, poudre soluble",eaux et autres boissons,boissons sans alcool,"57,2",57.2,exact
18160,"Café au lait ou cappuccino, poudre soluble",eaux et autres boissons,boissons sans alcool,"70,1",70.1,exact
18163,"Café au lait ou cappuccino au chocolat, poudre soluble",eaux et autres boissons,boissons sans alcool,63,63,exact
18167,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux",eaux et autres boissons,boissons sans alcool,"79,3",79.3,exact
18168,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines",eaux et autres boissons,boissons sans alcool,85,85,exact
18220,"Spécialité à diluer au citron pour boissons ou usages culinaires, sans sucres ajoutés",eaux et autres boissons,boissons sans alcool,"1,01",1.01,exact
1006,Vin doux,eaux et autres boissons,boisson alcoolisées,"9,96",9.96,exact
5100,Pétillant de fruits,eaux et autres boissons,boisson alcoolisées,"6,95",6.95,exact
5201,Vin blanc mousseux,eaux et autres boissons,boisson alcoolisées,"1,78",1.78,exact
5207,Champagne,eaux et autres boissons,boisson alcoolisées,"1,4",1.4,exact
5209,Vin blanc mousseux aromatisé,eaux et autres boissons,boisson alcoolisées,"5,1",5.1,exact
5210,Vin (aliment moyen),eaux et autres boissons,boisson alcoolisées,"0,96",0.96,exact
5214,Vin rouge,eaux et autres boissons,boisson alcoolisées,0,0,exact
5215,Vin blanc sec,eaux et autres boissons,boisson alcoolisées,"0,17",0.17,exact
5216,Vin rosé,eaux et autres boissons,boisson alcoolisées,"1,4",1.4,exact
5000,Bière brune,eaux et autres boissons,boisson alcoolisées,"4,1",4.1,exact
5001,"Bière ""coeur de marché"" (4-5° alcool)",eaux et autres boissons,boisson alcoolisées,"3,12",3.12,exact
5002,Bière forte (>8° alcool),eaux et autres boissons,boisson alcoolisées,"4,6",4.6,exact
5003,Cidre (aliment moyen),eaux et autres boissons,boisson alcoolisées,"3,67",3.67,exact
5006,Cidre brut,eaux et autres boissons,boisson alcoolisées,"2,62",2.62,exact
5007,Cidre doux,eaux et autres boissons,boisson alcoolisées,"6,4",6.4,exact
5008,Bière faiblement alcoolisée (3° alcool),eaux et autres boissons,boisson alcoolisées,"4,62",4.62,exact
5009,Bière blanche,eaux et autres boissons,boisson alcoolisées,"7,55",7.55,exact
5010,"Bière ""spéciale"" (5-6° alcool)",eaux et autres boissons,boisson alcoolisées,"4,55",4.55,exact
5011,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)",eaux et autres boissons,boisson alcoolisées,"3,2",3.2,exact
5020,Cidre traditionnel,eaux et autres boissons,boisson alcoolisées,"1,87",1.87,exact
5021,Cidre bouché demi-sec,eaux et autres boissons,boisson alcoolisées,"4,4",4.4,exact
5022,Cidre aromatisé aux fruits,eaux et autres boissons,boisson alcoolisées,"7,07",7.07,exact
5029,"Bière sans alcool, sucrée, aromatisée ou au jus de fruits",eaux et autres boissons,boisson alcoolisées,"7,36",7.36,exact
5030,"Bière sans alcool (<1,2° alcool) et sans sucres ajoutés, aromatisée ou non",eaux et autres boissons,boisson alcoolisées,"6,08",6.08,exact
1000,Pastis,eaux et autres boissons,boisson alcoolisées,"2,86",2.86,exact
1001,Eau de vie de fruits,eaux et autres boissons,boisson alcoolisées,"0,63",0.63,exact
1002,Gin,eaux et autres boissons,boisson alcoolisées,0,0,exact
1003,Liqueur,eaux et autres boissons,boisson alcoolisées,"25,4",25.4,exact
1004,Rhum,eaux et autres boissons,boisson alcoolisées,0,0,exact
1005,Whisky,eaux et autres boissons,boisson alcoolisées,"0,096",0.096,exact
1007,Apéritif à base de vin ou vermouth,eaux et autres boissons,boisson alcoolisées,"11,3",11.3,exact
1008,Vodka,eaux et autres boissons,boisson alcoolisées,0,0,exact
1010,"Pastis, prêt à boire (1+ 5)",eaux et autres boissons,boisson alcoolisées,"0,5",0.5,exact
1011,"Apéritif anisé sans alcool, à diluer",eaux et autres boissons,boisson alcoolisées,1,1,exact
1014,Alcool pur,eaux et autres boissons,boisson alcoolisées,0,0,exact
1015,Marsala,eaux et autres boissons,boisson alcoolisées,"27,9",27.9,exact
1016,Marsala aux oeufs,eaux et autres boissons,boisson alcoolisées,"12,4",12.4,exact
1021,Crème de cassis,eaux et autres boissons,boisson alcoolisées,41,41,exact
1023,Eau de vie de vin type armagnac ou cognac,eaux et autres boissons,boisson alcoolisées,"0,76",0.76,exact
1024,Eau de vie type calvados,eaux et autres boissons,boisson alcoolisées,0,0,exact
1026,Saké ou alcool de riz,eaux et autres boissons,boisson alcoolisées,0,0,exact
1012,Cocktail à base de rhum,eaux et autres boissons,boisson alcoolisées,"7,74",7.74,exact
1013,Cocktail à base de whisky,eaux et autres boissons,boisson alcoolisées,"15,8",15.8,exact
1017,"Sangria, faite maison",eaux et autres boissons,boisson alcoolisées,11,11,exact
1018,"Kir (vin blanc, crème de cassis)",eaux et autres boissons,boisson alcoolisées,"3,3",3.3,exact
1019,"Kir royal (champagne, crème de cassis)",eaux et autres boissons,boisson alcoolisées,"5,66",5.66,exact
1022,"Cocktail type punch, 16% alcool, préemballé",eaux et autres boissons,boisson alcoolisées,"17,8",17.8,exact
2008,Cocktail ou boisson apéritive sans alcool à base de jus de fruits et de sirop,eaux et autres boissons,boisson alcoolisées,"10,9",10.9,exact
5004,Panaché (limonade et bière),eaux et autres boissons,boisson alcoolisées,"6,33",6.33,exact
5005,"Panaché préemballé (<1° alc.), aromatisé ou non",eaux et autres boissons,boisson alcoolisées,"7,11",7.11,exact
11506,"Édulcorant à l'aspartame, en pastilles",produits sucrés,"sucres, miels et assimilés",-,,missing
11509,"Édulcorant à l'aspartame, en poudre",produits sucrés,"sucres, miels et assimilés","3,7",3.7,exact
11510,Vermicelles multicolores,produits sucrés,"sucres, miels et assimilés","95,6",95.6,exact
31008,Miel,produits sucrés,"sucres, miels et assimilés","82,1",82.1,exact
31016,Sucre blanc,produits sucrés,"sucres, miels et assimilés","99,7",99.7,exact
31017,Sucre roux,produits sucrés,"sucres, miels et assimilés","98,1",98.1,exact
31034,Sirop d'érable,produits sucrés,"sucres, miels et assimilés","67,2",67.2,exact
31044,Sucre vanillé,produits sucrés,"sucres, miels et assimilés","98,6",98.6,exact
31046,Caramel liquide ou nappage caramel,produits sucrés,"sucres, miels et assimilés",81,81,exact
31064,Édulcorant à la saccharine,produits sucrés,"sucres, miels et assimilés",0,0,exact
31067,Mélasse de canne,produits sucrés,"sucres, miels et assimilés","74,7",74.7,exact
31076,Edulcorant à base de sucre et aspartame (petits morceaux),produits sucrés,"sucres, miels et assimilés","98,7",98.7,exact
31077,Fructose,produits sucrés,"sucres, miels et assimilés","99,8",99.8,exact
31087,Édulcorant à base d'extrait de stévia,produits sucrés,"sucres, miels et assimilés","0,3",0.3,exact
31089,Sirop d'agave,produits sucrés,"sucres, miels et assimilés",78,78,exact
31000,Barre chocolatée biscuitée,produits sucrés,chocolats et produits à base de chocolat,"61,4",61.4,exact
31001,Barre chocolatée non biscuitée enrobée,produits sucrés,chocolats et produits à base de chocolat,"66,4",66.4,exact
31002,"Barre à la noix de coco, enrobée de chocolat",produits sucrés,chocolats et produits à base de chocolat,"60,2",60.2,exact
31004,"Chocolat au lait, tablette",produits sucrés,chocolats et produits à base de chocolat,"58,9",58.9,exact
31005,"Chocolat noir 50 % de cacao environ, tablette",produits sucrés,chocolats et produits à base de chocolat,53,53,exact
31009,"Chocolat au lait aux céréales croustillantes, tablette",produits sucrés,chocolats et produits à base de chocolat,"60,6",60.6,exact
31010,"Chocolat blanc, tablette",produits sucrés,chocolats et produits à base de chocolat,"57,1",57.1,exact
31012,Barre ou confiserie chocolatée au lait,produits sucrés,chocolats et produits à base de chocolat,"50,9",50.9,exact
31018,"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",produits sucrés,chocolats et produits à base de chocolat,"48,7",48.7,exact
31020,"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette",produits sucrés,chocolats et produits à base de chocolat,"54,2",54.2,exact
31026,"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette",produits sucrés,chocolats et produits à base de chocolat,48,48,exact
31030,"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette",produits sucrés,chocolats et produits à base de chocolat,"34,1",34.1,exact
31032,Pâte à tartiner chocolat et noisette,produits sucrés,chocolats et produits à base de chocolat,"57,9",57.9,exact
31041,Confiserie au chocolat dragéifiée,produits sucrés,chocolats et produits à base de chocolat,"64,9",64.9,exact
31042,Cacahuète enrobée de chocolat dragéifiée,produits sucrés,chocolats et produits à base de chocolat,"55,9",55.9,exact
31063,Bouchée chocolat fourrage fruits à coques et/ou praliné,produits sucrés,chocolats et produits à base de chocolat,"51,5",51.5,exact
31066,Rocher chocolat fourré praliné,produits sucrés,chocolats et produits à base de chocolat,"51,4",51.4,exact
31069,"Chocolat noir aux fruits (orange, framboise, poire), tablette",produits sucrés,chocolats et produits à base de chocolat,"45,3",45.3,exact
31070,"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette",produits sucrés,chocolats et produits à base de chocolat,"40,7",40.7,exact
31071,Barre chocolatée aux fruits secs,produits sucrés,chocolats et produits à base de chocolat,"57,6",57.6,exact
31072,Chocolat noir fourrage confiseur à la menthe,produits sucrés,chocolats et produits à base de chocolat,"70,2",70.2,exact
31073,"Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé, rayon frais",produits sucrés,chocolats et produits à base de chocolat,"42,4",42.4,exact
31074,"Chocolat noir 70 % de cacao environ, de dégustation, tablette",produits sucrés,chocolats et produits à base de chocolat,"26,9",26.9,exact
31080,"Chocolat noir fourré praliné, tablette",produits sucrés,chocolats et produits à base de chocolat,"52,4",52.4,exact
31084,"Chocolat au lait fourré au praliné, tablette",produits sucrés,chocolats et produits à base de chocolat,"52,9",52.9,exact
31085,"Chocolat noir 40% de cacao et plus, à pâtisser, tablette",produits sucrés,chocolats et produits à base de chocolat,"51,4",51.4,exact
31091,Bouchée/bonbon au chocolat fourrage gaufrettes ou biscuit,produits sucrés,chocolats et produits à base de chocolat,"55,1",55.1,exact
31098,Barre chocolat au lait avec nougat,produits sucrés,chocolats et produits à base de chocolat,"60,5",60.5,exact
31120,"Chocolat, tablette (aliment moyen)",produits sucrés,chocolats et produits à base de chocolat,"50,4",50.4,exact
15058,Cacahuète caramélisée ou chouchou,produits sucrés,confiseries non chocolatées,"51,4",51.4,exact
15201,"Pâte d'amande, préemballée",produits sucrés,confiseries non chocolatées,"70,3",70.3,exact
31007,"Chewing-gum, sucré",produits sucrés,confiseries non chocolatées,"86,4",86.4,exact
31014,Pâte de fruits,produits sucrés,confiseries non chocolatées,"76,6",76.6,exact
31021,Ecorce d'orange confite,produits sucrés,confiseries non chocolatées,"75,6",75.6,exact
31023,Marron glacé,produits sucrés,confiseries non chocolatées,"77,5",77.5,exact
31027,Fruit confit,produits sucrés,confiseries non chocolatées,"72,4",72.4,exact
31028,Bonbon dragéifié,produits sucrés,confiseries non chocolatées,"89,9",89.9,exact
31036,Dragée amande,produits sucrés,confiseries non chocolatées,"75,7",75.7,exact
31050,Guimauve ou marshmallow,produits sucrés,confiseries non chocolatées,"80,7",80.7,exact
31052,Praline,produits sucrés,confiseries non chocolatées,"67,7",67.7,exact
31054,"Chewing-gum, sans sucres",produits sucrés,confiseries non chocolatées,76,76,exact
31059,Bonbon dur et sucette,produits sucrés,confiseries non chocolatées,"95,3",95.3,exact
31060,Bonbon gélifié,produits sucrés,confiseries non chocolatées,"76,9",76.9,exact
31081,"Bonbon tendre, au caramel",produits sucrés,confiseries non chocolatées,"79,1",79.1,exact
31092,Calisson d'Aix en Provence,produits sucrés,confiseries non chocolatées,"59,8",59.8,exact
31093,"Guimauve ou marshmallow, enrobé de chocolat",produits sucrés,confiseries non chocolatées,"67,5",67.5,exact
31094,"Bonbon dur, au caramel",produits sucrés,confiseries non chocolatées,"86,6",86.6,exact
31097,Bonbon tendre,produits sucrés,confiseries non chocolatées,"84,3",84.3,exact
31112,"Bonbon gélifié à la réglisse, type rouleau ou batonnet",produits sucrés,confiseries non chocolatées,"75,6",75.6,exact
31121,"Chewing-gum, sans précision sur la teneur en sucres (aliment moyen)",produits sucrés,confiseries non chocolatées,"79,9",79.9,exact
31122,"Bonbon tendre, au caramel enrobé de chocolat",produits sucrés,confiseries non chocolatées,"69,6",69.6,exact
31124,"Bonbon dur type collier, sifflet, sucette, pastille, au dextrose",produits sucrés,confiseries non chocolatées,"91,1",91.1,exact
31125,"Pastille rafraîchissante, sans sucres",produits sucrés,confiseries non chocolatées,"96,3",96.3,exact
31126,"Pastille rafraîchissante, sucrée",produits sucrés,confiseries non chocolatées,"96,7",96.7,exact
31127,Nougat tendre,produits sucrés,confiseries non chocolatées,"69,3",69.3,exact
